kata,arti,kelas_kata
seni kriya,seni kerajinan tangan,
seni Kubro Siswo,"tarian khas Kabupaten Magelang yang ditarikan oleh para penari muda Islam, digunakan sebagai media dakwah dengan interpretasi syair yang bernapaskan Islam dan gerakan yang dinamis",
seni kuliner,seni masak-memasak,
seni lukis,seni mengenai gambar-menggambar dan lukis-melukis,
seni murni,"seni mengenai pembuatan barang yang indah-indah (seni lukis, seni pahat, dan sebagainya)",
seni pahat,"seni mengenai pahat-memahat (membuat patung dan sebagainya), seni ukir",
seni panggung,kebolehan dan keterampilan yang diperlukan dalam suatu pementasan,
seni penjing,seni penataan dan penyajian bonsai,
seni peran,seni yang memerankan berbagai macam karakter manusia,
seni pertunjukan,-,-
seni pop,"seni berdasarkan budaya populer modern dan media massa yang digunakan sebagai media kritik pada nilai seni tinggi tradisional, biasanya menggunakan objek umum (papan jalan, kaleng makanan, spanduk, poster, dan sebagainya) sebagai subjek dan media seni",
seni ritual,seni yang berkaitan dengan kepentingan memanunggalkan manusia dengan Tuhannya atau kekuatan adikodrati yang dipercayainya,
seni rupa,seni pahat dan seni lukis,
seni rupa pertunjukan,-,-
seni sastra,seni mengenai karang-mengarang (prosa dan puisi),
seni suara,"seni olah suara atau bunyi (nyanyian, musik, dan sebagainya)",
seni suara instrumental,"seni suara yang diperdengarkan melalui alat-alat, seperti alat tiup, alat gesek, dan alat pukul",
seni suara vokal,seni suara yang diperdengarkan dengan perantaraan suara manusia,
seni sungging,seni membuat gambar perhiasan,
seni syubanul muslimin,"seni pemuda muslim yang berfungsi sebagai sistem dakwah Islam, ditarikan oleh para pemuda, gerakan tariannya merupakan kolaborasi gerak tubuh dan silat beregu",
seni taman,seni lanskap,
seni tari,seni mengenai tari-menari (gerak-gerik yang berirama),
seni tradisional,seni yang hidup dalam masyarakat seperti pada upacara adat,
seni tutur,"seni bercerita menggunakan lisan, biasanya cerita tradisional seperti hikayat, legenda dan sebagainya",
seni ukir,seni pahat,
seni urban,-,-
seni vektor,"teknik penggunaan garis, titik, kurva, atau poligon yang didasari oleh perhitungan matematis untuk menghasilkan gambar",
seni visual,"seni yang menghasilkan karya yang dapat diapresiasi oleh mata, seperti seni lukis, seni patung, fotografi, dan sebagainya",
seni wayang,seni yang berhubungan dengan pewayangan,
senigai,-,-
senil,-,-
senile vaginitis,-,-
senilitas,-,-
seniman,-,-
seniman jalanan,-,-
seniman kreatif,-,-
seniman teater,-,-
senin,-,-
senin kamis,-,-
senior,-,-
senior inspektur polisi,ajun komisaris polisi,
senior superintenden,komisaris besar polisi,
senioritas,-,-
se.ni.wan,→ seniman,
se.ni.wan,→ senewen,
seniwati,-,-
senja,-,-
senja buta,senja yang sudah gelap (kira-kira pukul 19.00),
senja kala,waktu senja,
senja raya,senja buta,
sen.jak,→ sejak,
senjang,-,-
senjang terbang,menurunnya kondisi fisik dan psikologis secara temporer sebagai akibat terbang secara cepat melintasi beberapa zona waktu sekaligus,
senjata,-,-
senjata api,"senjata yang menggunakan mesiu (seperti senapan, pistol)",
senjata api kecil,"senjata api yang terutama dirancang untuk dipakai satu orang, dapat digenggam dengan tangan, biasanya berkaliber di bawah 20 mm, senjata ringan",
senjata berat,senjata api yang besar-besar (meriam dan sebagainya) yang memerlukan kendaraan besar untuk mengangkutnya,
senjata biner,senjata yang mempunyai dua elemen,
senjata biologi,"mikroorganisme toksin dan zat kimia untuk merusak atau mengganggu hewan, tanaman, dan manusia",
senjata biologi,senjata kimia,
senjata gelap,senjata api yang digunakan (disimpan) tanpa izin polisi,
senjata inkonvensional,"senjata yang tidak lazim digunakan, seperti kuman, virus",
senjata kimia,"senjata untuk memantulkan, memancarkan, atau menaburkan bahan kimia (dalam peperangan)",
senjata konvensional,"senjata yang lazim (umum, biasa) digunakan (tidak termasuk senjata atom, nuklir, kuman, dan senjata-senjata inkonvensional lainnya)",
senjata makan tuan,"sesuatu yang direncanakan untuk mencelakakan orang lain, tetapi berbalik mengenai diri sendiri",
senjata mematikan,-,-
senjata nuklir,senjata api yang menggunakan tenaga nuklir,
senjata otomatis,senjata yang pengoperasiannya dilakukan secara otomatis,
senjata pemungkas,"senjata akhir yang diandalkan sebagai penghancur lawan, mampu menentukan kemenangan dalam perang",
senjata pemungkas,-,-
senjata pemusnah massal,"senjata, seperti nuklir, yang dapat menyebabkan kerusakan yang sangat parah dan membunuh banyak orang",
senjata ringan,"senjata api yang kecil-kecil, seperti pistol, bedil yang sangat mudah untuk disandangkan di pundak tanpa merepotkan pembawanya",
senjata roket,senjata peluncur peluru yang dapat bergerak sendiri karena dilengkapi bahan peluncur,
senjata tajam,"senjata yang tajam, seperti pisau, pedang, golok",
senjolong,-,-
senjong,-,-
sen.ju.ang,→ lenjuang,
senjuang,-,-
senofobia,-,-
senoglosofobia,-,-
senografi,-,-
senohong,-,-
senomorfisme,-,-
senong,-,-
senonoh,-,-
senoyong,-,-
senpi,-,-
sensasi,-,-
sensasional,-,-
sensei,-,-
sensi,-,-
sensibel,-,-
sensibilitas,-,-
sen.si.fi.tas,→ sensitivitas,
sensitif,-,-
sen.si.ti.fi.tas,→ sensitivitas,
sensitivitas,-,-
sensitivitas makanan,-,-
sensomotorik,-,-
sensor,-,-
sensor parkir,"sensor jarak pada kendaraan bermotor, dirancang untuk memberi tahu pengemudi halangan ketika parkir",
sensor represif,-,-
sensor sukarela,-,-
sensoran,-,-
sensorik,-,-
sensorimotor,-,-
sensoris,-,-
sensual,-,-
sensualisme,-,-
sensualitas,-,-
sen.sur,→ sensor,
sensus,-,-
sensus penduduk,cacah jiwa,
sensus pertanian,sensus tentang hasil bumi atau pertanian,
senta,-,-
sentada,-,-
sentadu,-,-
sentagi,-,-
sentak,-,-
sentaka,-,-
sentakan,-,-
sen.tal,→ sintal,
sental,-,-
sentali,-,-
sentana,-,-
sentani,-,-
sen.tap,→ sentak (1),
sentaurus,-,-
sen.tau.sa,→ sentosa,
senteng,-,-
senter,-,-
sen.te.ri,→ santri,
senterpor,-,-
senti,-,-
senti-,-,-
sen.ti.a.bu,→ setiabu,
sentiare,-,-
sen.ti.a.sa,→ senantiasa,
sentigram,-,-
sentil,-,-
sentilan,-,-
sentiliter,-,-
sentimen,-,-
sentimen negatif,reaksi atau sikap yang menurunkan nilai seseroang atau sesuatu,
sentimen pasar,aktivitas pasar (lesu atau bergairah) sebagai akibat dikeluarkannya kebijakan oleh manajemen perusahaan atau pemerintah,
sentimen positif,reaksi atau sikap yang meningkatkan nilai seseorang atau sesuatu,
sentimental,-,-
sentimentalitas,-,-
sen.ti.men.til,→ sentimental,
sentimeter,-,-
sentimeter kubik,"satuan volume yang setara dengan 0,001 liter (dilambangkan dengan cm3), kapasitas silinder, dilambangkan dengan cc",
sen.ting,→ santing,
senting,-,-
sentiong,-,-
sen.ti.ung,→ sentiong,
sentol,-,-
sentong,-,-
sentosa,-,-
sentra,-,-
sentral,-,-
sentral listrik,pusat tenaga listrik,
sentralisasi,-,-
sentralistis,-,-
sentrifugal,-,-
sentripetal,-,-
sentromer,-,-
sen.trum,→ sentra,
sentuh,-,-
sentuh landas,mendarat,
sentuhan,-,-
sentuhan simultan,-,-
sentuk,-,-
sentul,-,-
sentung,-,-
senturian,-,-
senu,-,-
senuh,-,-
se.nu.hun,→ sinuhun,
senuk,-,-
senunggang,-,-
senur,-,-
se.nyak,→ senyap,
senyampang,-,-
senyap,-,-
senyar,-,-
senyawa,-,-
senyawa aromatik,-,-
senyawa kitosan,"zat yang berasal dari kitin kepiting, lobster, dan krustasea lainnya, digunakan untuk menghentikan perdarahan dan membantu penyembuhan",
senyawa organik,senyawa yang bersangkut paut dengan zat yang berasal dari makhluk hidup,
senyawaan,-,-
senyulong,-,-
senyum,-,-
senyum buaya,-,-
senyum hampa,"senyum yang lahir dari rasa (hati) kecewa dan sebagainya, senyum kecut, senyum tawar",
senyum kambing,-,-
senyum kecut,senyum hampa,
senyum kering,senyum kambing,
senyum kucing,-,-
senyum manis,-,-
senyum mesra,senyum yang menunjukkan rasa mesra,
senyum raja,-,-
senyum simpul,-,-
senyum siput,senyum simpul,
senyum tawar,-,-
senyuman,-,-
senyur,-,-
seok,-,-
seolah-olah,-,-
seorang,-,-
"seorang budi-budian, seorang tabung seruas","dua orang yang sangat berbeda tabiatnya (seorang banyak akal liciknya, seorang lagi lurus hati)",
seorang diri,"hanya sendiri, sendirian",
"seorang ke hilir, seorang ke mudik","tidak ada persesuaian perasaan dan pikiran antara laki bini, sahabat, dan sebagainya",
"seorang makan cempedak, semua kena getahnya","seorang berbuat salah, semua dianggap bersalah juga",
"seorang makan cempedak, semuanya lumus oleh getahnya","seorang yang bersalah, semuanya mendapat nama yang tidak baik",
"seorang makan nangka, semua kena getahnya","seorang yang berbuat kesalahan demi memenuhi kesenangannya, tetapi orang lain turut menanggung akibatnya",
sep,-,-
sepada,-,-
sepadan,-,-
sepadi,-,-
sepadia,-,-
sepagian,-,-
sepah,-,-
sepah raja,-,-
sepah sirih,sepah yang didapatkan sesudah seseorang menyirih,
sepah tebu,ampas tebu setelah diambil airnya (dengan cara mengunyah),
sepaha,-,-
sepaham,-,-
sepahit,-,-
sepahit manis,bersama-sama dalam suka dan duka,
sepai,-,-
sepak,-,-
sepak badek,-,-
sepak bola,-,-
sepak bola gajah,"sepak bola yang dimainkan untuk tujuan kalah, biasanya karena menghindari lawan yang berat di babak selanjutnya",
sepak cungkil,-,-
sepak kuda,-,-
sepak kura,-,-
sepak mula,-,-
sepak pojok,-,-
sepak raga,-,-
sepak sila,-,-
sepak simpuh,-,-
sepak singkur,tendangan dengan kaki sebelah luar,
sepak takraw,-,-
sepak terjang,"tendangan dan depakan dengan kaki (ketika berkelahi, karena marah, dan sebagainya)",
sepak terjang,-,-
sepakan,-,-
sepakat,-,-
se.pak.bo.la,→ sepak bola,
se.pak.bor,→ sepatbor,
sepal,-,-
sepala,-,-
sepala-pala,-,-
sepala-pala mandi biarlah basah,mengerjakan sesuatu janganlah tanggung-tanggung,
sepaling,-,-
sepam,-,-
sepan,-,-
sepanar,-,-
sepancar,-,-
sepandai-pandai,-,-
"sepandai-pandai membungkus, yang busuk berbau juga","perbuatan yang salah, meskipun dirahasiakan, lama-lama akan ketahuan juga",
"sepandai-pandai tupai melompat, sekali gawal juga","sepandai-pandai orang, ada kalanya ia salah (keliru) juga",
"sepandai-pandai tupai melompat, sekali waktu gawal juga","sepandai-pandai orang, sekali-sekali keliru juga",
"sepandai-pandai tupai meloncat, sekali gawal (terjatuh) juga","sepandai-pandai seseorang, ada kalanya berbuat salah (keliru) juga",
sepandri,-,-
se.pan.duk,→ spanduk,
sepang,-,-
sepangka,-,-
se.pang.kal.an,→ sipangkalan,
sepangkat,-,-
sepanjang,-,-
sepanjang tali beruk,"terlalu panjang sehingga membosankan (tentang pidato, doa yang panjang)",
sepantar,-,-
sepantasnya,-,-
sepantun,-,-
separas,-,-
separasi,-,-
separatis,-,-
separatisme,-,-
separbang,-,-
separuh,-,-
separuh baya,setengah umur,
se.pa.san,→ sepesan,
sepasang,-,-
sepasin,-,-
sepasin dapat bersiang,mendapat keuntungan tidak dengan sengaja,
sepat,-,-
sepat jawa,sepat rawa,
sepat mutiara,"sepat yang ukurannya dapat mencapai 12 cm, terdapat bercak menyerupai mutiara di seluruh tubuhnya, tersebar di perairan Malaysia, Thailand, dan Indonesia (Sumatra dan Kalimantan)",
sepat rawa,"sepat yang ukurannya dapat mencapai 15 cm, tubuhnya memiliki tiga bercak hitam, tersebar di perairan Indocina dan Indonesia (Sumatra, Jawa, dan Kalimantan)",
sepat siam,"sepat yang ukurannya dapat mencapai 25 cm, terdapat bercak hitam yang membentuk pola garis dari ujung mulut hingga pangkal ekor dan garis-garis pada tubuhnya, ikan asli Thailand yang tersebar luas ke banyak negara, termasuk Indonesia",
sepatah kata,-,-
sepatbor,-,-
sepatu,-,-
sepatu air,alat untuk meluncur di air (yang ditarik oleh perahu bermotor) rupanya seperti sepatu kayu tetapi panjang,
sepatu balet,-,-
sepatu bertali,"sepatu dengan bukaan lebar agar mudah dipakainya, lalu diikat dengan tali",
sepatu bertali T,"sepatu bertumit, bagian depan sepatu menjadi ban pengikat kaki",
sepatu besi,"besi lapik (alas) kaki kuda, ladam, tapak kuda",
sepatu bola,-,-
sepatu bot,"sepatu yang membungkus kaki hingga di bawah lutut, dibuat dari karet, kulit, dan sebagainya",
sepatu bot semata kaki,"sepatu bot dengan tali atau kancing dan menutup hingga di atas mata kaki, dipakai menjelang abad ke-20",
sepatu bot sepaha,"sepatu bot yang menutup hingga setinggi paha, tanpa tali, menggunakan ritsleting",
sepatu but,sepatu bot,
sepatu datar,sepatu dengan alas datar atau tanpa hak,
sepatu es,sepatu yang bawahnya dari besi yang tajam untuk meluncur di atas es,
sepatu galos,sepatu pelapis terbuat dari karet tipis yang digunakan untuk melindungi sepatu dari lumpur atau air,
sepatu kampuh,-,-
sepatu kasual,"sepatu yang nyaman dipakai untuk berjalan-jalan, biasanya bertali dan tumitnya sangat kokoh",
sepatu kelim,-,-
sepatu kerut,-,-
sepatu kets,"sepatu terbuat dari kain tebal (biasanya berwarna putih), beralas karet, dipakai untuk berolahraga",
sepatu kuda,"sepatu besi berbentuk seperti huruf U, ladam",
sepatu lars,"sepatu yang bagian atasnya menutup betis (hampir sampai ke lutut), sepatu bot",
sepatu meja,karet (plastik dan sebagainya) untuk mengalas kaki meja,
sepatu mesin,alat untuk menekan kain pada mesin jahit,
sepatu pantofel,mokasin modis dengan tumit datar,
sepatu pepaku,"sepatu yang mirip sepatu lars, tetapi tapak sepatunya berpaku",
sepatu rem,alat untuk menjepit pada rem roda mobil,
sepatu resmi,"sepatu berpotongan sederhana dan manis, ringan, yang menampakkan bagian atas kaki, bertumit tinggi, tidak menggunakan pengikat",
sepatu roda,sepatu yang beroda kecil (mainan anak-anak untuk meluncur),
sepatu sandal,"sepatu ringan yang bagian tumitnya terbuka, umumnya terdiri atas sol yang dilengkapi beberapa tali dengan berbagai model",
sepatu santai,"sepatu ringan dan luwes tanpa pelapis, diikat tali tipis, kadang kala bertumit, bagian depan kaki hingga pangkal jari kaki dibiarkan terbuka",
sepatu tali,"sepatu bertali hingga ke belakang sepatu mengelilingi tumit, dikencangkan dengan gesper atau karet elastik",
sepatu tenis,"sepatu yang dirancang untuk bermain tenis, bagian alas dibuat dari karet, biasanya berwarna putih",
sepatu tepi,-,-
se.pa.tung,→ sipatung,
sepatutnya,-,-
sepau,-,-
sepawamil,-,-
sepeda,-,-
sepeda balap jalan raya,"sepeda yang dibuat untuk balapan, memiliki ban yang tipis, bentuk yang ringan dan setang yang dapat menimbulkan posisi aerodinamis bagi pesepeda",
sepeda balap lintasan,"sepeda dengan perlengkapan terbatas, tanpa rem dan tanpa gigi percepatan",
sepeda dames,sepeda yang modelnya dirancang untuk wanita,
sepeda dortrap,"sepeda yang sistem pengeremannya ada pada gir, dilakukan dengan mengebelakangkan pedalnya",
sepeda gunung,sepeda yang dirancang sedemikian rupa sehingga cocok dipakai di pegunungan,
sepeda jengki,"sepeda yang tidak mempunyai palang di antara roda depan dan roda belakang, biasanya sadelnya lebih tinggi daripada setangnya",
sepeda kumbang,"sepeda yang dilengkapi dengan motor, jika motornya mati dapat didayung dengan kaki",
sepeda listrik,sepeda yang menggunakan listrik sebagai sumber daya,
sepeda mini,sepeda yang ukurannya lebih kecil daripada sepeda biasa,
sepeda motor,sepeda besar yang dijalankan dengan motor,
sepeda motor bebek,"sepeda motor berpedal, biasanya mesinnya berkapasitas silinder kecil",
sepeda motor listrik,sepeda motor yang menggunakan listrik sebagai sumber daya,
sepeda motor penjelajah,"sepeda motor yang memiliki torsi mesin besar, posisi mengemudinya santai, biasanya posisi stangnya tinggi, kursinya rendah, dan posisi kakinya agak ke depan",
sepeda motor sespan,sepeda motor gandeng beroda tiga,
sepeda motor sport,"sepeda motor yang digunakan untuk balap, mesinnya bertenaga tinggi, posisi pengendaranya condong mendekati tangki bensin",
sepeda motor trail,"sepeda motor yang dirancang khusus untuk melintasi medan berat dengan mesin dan knalpot yang ditinggikan, tambahan suspensi, dan ban beralur khusus",
sepeda roda tiga,"sepeda yang memiliki tiga roda, digerakkan dengan pedal, biasa digunakan oleh anak kecil",
sepeda stasioner,sepeda yang bergerak di tempatnya dan khusus untuk berolahraga,
sepeda tandem,sepeda yang dikendarai oleh dua orang atau lebih yang harus bekerja sama agar sepeda dapat berjalan dengan lancar,
sepedas,-,-
sepegoh,-,-
se.pe.kan,satu pekan,
sepekerjaan,-,-
sepeku,-,-
se.pe.kuk,→ spekuk,
sepel,-,-
sepelajar,-,-
sepelan,-,-
sepelarian,-,-
sepelaung,-,-
sepele,-,-
sepelempar,-,-
sepeling,-,-
sepeliuk,-,-
sepelompat,-,-
sepelompatan,-,-
sepelontar,-,-
sepemagutan,-,-
sepemakai,-,-
sepemakan,-,-
sepemakan sirih,sama waktunya dengan orang makan sirih,
sepemakan sirih,-,-
sepemanah,-,-
sepemandangan,-,-
sepemanggil,-,-
sepembawa,-,-
sepembawa kakinya,-,-
sepembedil,-,-
sepemeluk,-,-
sepemelukan,-,-
sepen,-,-
sepenanak,-,-
sepenanak nasi,sepertanak nasi,
sepenanggungan,-,-
sepenangkap,-,-
sepencapai,-,-
sependapat,-,-
sependekap,-,-
sepengetahuan,-,-
sepenggal,-,-
sepenggalah,-,-
sepenggalah matahari naik,kira-kira pukul 08.00 atau 09.00,
sepengunjuk,-,-
sepeninggal,-,-
sepenjangkauan,-,-
sepenjulat,-,-
sepenjulat kuda,sepanjang kuda,
sepenjulat mata,sejauh mata memandang,
sepenjulat peluru meriam,sejauh jatuhnya peluru meriam yang ditembakkan,
sepenjulat perahu,sepanjang perahu,
sepenting,-,-
sepenuh,-,-
sepenuh hati,dengan sungguh-sungguh,
sepepak,-,-
seperah,-,-
seperanggu,-,-
seperangguan,-,-
seperangkat,-,-
seperangkatan,-,-
seperantu,-,-
seperatus,-,-
seperdua,-,-
seperempat,-,-
seperempat final,-,-
seperempat jam,lima belas menit,
seperhatian,-,-
seperinduan,-,-
seperindukan,-,-
seperiode,-,-
se.pe.ri.tus,→ spiritus,
seperjuangan,-,-
seperlima,-,-
seperlunya,-,-
sepermainan,-,-
seperseratus,-,-
sepersi,-,-
sepersukuan,-,-
sepertanak,-,-
sepertanak nasi,waktu yang lamanya sama dengan orang menanak nasi (kira-kira 20 menit),
sepertegak,-,-
seperti,-,-
seperti juga,"sama halnya juga dengan, begitu juga",
sepertiga,-,-
sepertiga malam,-,-
sepertikan,-,-
sepertinya,-,-
seperuah,-,-
seperunjung,-,-
seperunjungan,-,-
seperut,-,-
sepesan,-,-
"sepesan anak, anaknya beranak (menggigit) pula",cepat sekali berkembang biak (bertambah banyak),
sepeser,-,-
se.pet,→ sipit,
sepet,-,-
sepetang-petangan,-,-
sepetir,-,-
sepi,-,-
sepicing,-,-
sepicis,-,-
se.pih,→ serpih (2),
sepihak,-,-
sepiker,-,-
sepikiran,-,-
sepilis,-,-
sepincang,-,-
sepinggan,-,-
sepinggang,-,-
sepintas,-,-
sepintas lalu,"sambil lalu, sekali lalu",
sepintas lalu,"selayang pandang, hanya sebentar",
sepintas lalu,"(dibaca, dilihat, dan sebagainya) tidak dengan sungguh-sungguh",
sepintas lalu,"dengan singkat (tentang uraian, tinjauan, pembicaraan, dan sebagainya)",
se.pi.on,→ spion,
sepir,-,-
se.pi.ri.tus,→ spiritus,
sepit,-,-
sepit api,alat untuk menjepit (mengambil dan sebagainya) bara api,
sepit bara,alat untuk menjepit bara yang dipakai oleh pandai emas,
sepit janggut,alat untuk mencabut janggut (bulu jenggot),
sepit kala,capit pada kalajengking,
seples,-,-
sepocong,-,-
sepoi,-,-
sepoi kuat,-,-
sepoi lemah,-,-
sepoi lembut,-,-
sepoi-sepoi,-,-
se.pon,→ spons,
se.po.ra,→ spora,
seprai,-,-
sepraktis-praktisnya,-,-
sep.rei,→ seprai,
sepsis,-,-
september,-,-
septet,-,-
septiliun,-,-
septima,-,-
septisemia,-,-
septuaginta,-,-
septum,-,-
sepuas-puasnya,-,-
sepuh,-,-
sepuhan,-,-
se.pui,→ sepoi (1),
sepuit,-,-
sepuk,-,-
sepukal,-,-
sepul,-,-
sepulang,-,-
se.pu.lih,→ akar,
sepuluh,-,-
sepuluh yard,-,-
sepunguk,-,-
sepupu,-,-
sepupu sejajar,-,-
sepupu silang,anak dari saudara perempuan ayah dan anak dari saudara laki-laki ayah,
sepur,-,-
se.pu.ra,→ spora,
sepusat,-,-
seput,-,-
seputar,-,-
sequitur,-,-
ser,-,-
sera,-,-
se.ra.bai,→ serabi,
serabi,-,-
serabut,-,-
serabutan,-,-
seracik,-,-
se.ra.ga,→ bantal,
seragam,-,-
seragam sebahu,-,-
se.rah,→ sirah,
serah,-,-
serah terima,-,-
serahan,-,-
serahi,-,-
serai,-,-
serai dapur,serai yang dipakai sebagai bumbu masakan,
serai gulai,serai dapur,
serai wangi,tumbuhan rumpun yang lebih tinggi daripada serai dapur,
serak,-,-
serak-serak,-,-
serak-serak basah,dalam keadaan bernada rendah dan sedikit serak (tentang suara),
serak-serik,tiruan bunyi yang terdengar ketika orang menggosok lantai dan sebagainya,
